,ID,title,abstract,authors,date,category,doi,version,author_corresponding,author_corresponding_institution,link_page,link_pdf,license,published,include
94,66368,TET2 regulates the neuroinflammatory response in microglia,"Epigenetic mechanisms regulate distinct aspects of the inflammatory response in various immune cell types. Despite the central role for microglia, the resident macrophages of the brain, in neuroinflammation and neurodegeneration little is known about their epigenetic regulation of the inflammatory response. Here, we show that Ten-eleven translocation 2 (TET2) methylcytosine dioxygenase expression is increased in microglia upon stimulation with various inflammogens through a NF-{kappa}B-dependent pathway. We found that TET2 regulates early gene transcriptional changes that lead to early metabolic alterations, as well as a later inflammatory response independently of its 5mC oxidation activity at the affected genes. We further show that TET2 regulates the proinflammatory response in microglia induced by intraperitoneal injection of LPS in vivo. We observed that microglia associated to amyloid {beta} plaques, recently defined as disease-associated microglia, expressed TET2 in brain tissue from individuals with Alzheimers disease (AD) and in 5xFAD mice. Collectively, our findings show that TET2 plays an important role in the microglial inflammatory response, and suggest TET2 as a potential target to combat neurodegenerative brain disorders.","Carrillo-Jimenez, A.; Deniz, O.; Niklison-Chirou, M.; Ruiz-Laza, R.; Salomao, K.; Stratoulias, V.; Amoroux, R.; Yip, P.; Vilalta, A.; Cheray, M.; Scott-Egerton, A. M.; Rivas, E.; Tayara, K.; Garcia-Dominguez, I.; Garcia-Revilla, J.; Fernandez-Martin, J. C.; Espinosa-Oliva, A. M.; Shen, X.; Stgeorge-Hyslop, P.; Brown, G.; Hajkova, P.; Joseph, B.; Venero, J. L.; Branco, M. R.; Burguillos, M. A.",28/03/2019,Neuroscience,10.1101/592055,1,Miguel Angel Burguillos,Universidad de Sevilla,https://www.biorxiv.org/content/10.1101/592055v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/592055v1.full.pdf,cc_by_nc_nd,10.1016/j.celrep.2019.09.013,
95,67364,Impaired speed encoding is associated with reduced grid cell periodicity in a mouse model of tauopathy,"Dementia is associated with severe spatial memory deficits which arise from dysfunction in hippocampal and parahippocampal circuits. For spatially-sensitive neurons, such as grid cells, to faithfully represent the environment these circuits require precise encoding of direction and velocity information. Here we have probed the firing rate coding properties of neurons in medial entorhinal cortex (MEC) in a mouse model of tauopathy. We find that grid cell firing patterns are largely absent in rTg4510 mice, while head direction tuning remains largely intact. Conversely, neural representation of running speed information was significantly disturbed, with smaller proportions of MEC cells having firing rates correlated with locomotion in rTg4510 mice. Additionally, the power of local field potential oscillations in the theta and gamma frequency bands, which in wildtype mice are tightly linked to running speed, was invariant in rTg4510 mice. These deficits in locomotor speed encoding likely severely impact path integration systems in dementia.","Ridler, T.; Witton, J.; Phillips, K. G.; Randall, A. D.; Brown, J. T.",09/04/2019,Neuroscience,10.1101/595652,1,Jonathan T Brown,University of Exeter,https://www.biorxiv.org/content/10.1101/595652v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/595652v1.full.pdf,cc_by_nc_nd,10.7554/eLife.59045,
96,66811,Early Hippocampal Sharp-Wave Ripple Deficits Predict Later Learning and Memory Impairments in an Alzheimer’s Disease Mouse Model,"Alzheimers disease (AD) is characterized by progressive memory loss, and there is a pressing need to identify early pathophysiological alterations that predict subsequent memory impairment. Hippocampal sharp-wave ripples (SWRs) - electrophysiological signatures of memory reactivation in the hippocampus - are a compelling candidate for doing so. Mouse models of AD show reductions in both SWR abundance and associated slow gamma (SG) power during aging, but these alterations have yet to be directly linked to memory impairments. In aged apolipoprotein E4 knock in (apoE4-KI) mice - a model of the major genetic risk factor for AD - we found that reduced SWR abundance and associated CA3 SG power predicted spatial memory impairments measured 1-2 months later. Importantly, SWR-associated CA3 SG power reduction in young apoE4-KI mice also predicted spatial memory deficits measured 10 months later. These results establish features of SWRs as potential functional biomarkers of memory impairment in AD.","Jones, E. A.; Gillespie, A. K.; Yoon, S. Y.; Frank, L. M.; Huang, Y.",02/04/2019,Neuroscience,10.1101/596569,1,Yadong Huang,"Gladstone Institutes & University of California, San Francisco",https://www.biorxiv.org/content/10.1101/596569v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/596569v1.full.pdf,cc_by,10.1016/j.celrep.2019.10.056,
97,67043,Cognitive Improvements after Intermittent Deep Brain Stimulation of the Nucleus Basalis of Meynert in a Transgenic Rat Model for Alzheimer’s disease; a Preliminary Approach,"BackgroundDeep brain stimulation (DBS) of the nucleus basalis of Meynert (NBM) has shown to have promising results in a pilot study with patients suffering from Alzheimers disease (AD). A recent study in aged monkeys shows a novel intermittent stimulation pattern to have superior cognitive benefits over continuous paradigms.\n\nObjective/HypothesisWe aimed at comparing the cognitive effects elicited by intermittent and continuous NBM stimulation paradigms in an animal model for AD (TgF344-AD rat line; TG), i.e. rats expressing mutant human amyloid precursor protein (APPsw) and presenilin 1 (PS1{Delta}E9) genes, each independent causes of early-onset familial AD.\n\nMethodsIn this exploratory study, aged APP/PS1 rats were tested pre-, and post implantation with several stimulation parameters, i.e. unilateral- or bilateral-intermittent, and bilateral-continuous, while performing various behavioral tasks (open field, novel object recognition, and modified Barnes maze).\n\nResults and ConclusionBilateral-intermittent NBM DBS allowed aged TG rats to perform better and maintain their performance longer in a spatial memory task, as compared to other conditions. These data support the notion that NBM DBS could be further refined in the clinic, thereby improving patient care.","Koulousakis, P.; Van Den Hove, D.; Visser-Vandewalle, V.; Sesia, T.",05/04/2019,Neuroscience,10.1101/600296,1,Philippos Koulousakis,University Hospital Clinic of Cologne,https://www.biorxiv.org/content/10.1101/600296v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/600296v1.full.pdf,cc_by_nc_nd,10.3233/JAD-190919,
98,68315,Sex-dependent polygenic effects on the clinical progressions of Alzheimer’s disease,"Sex differences in the manifestations of Alzheimers disease (AD) are under intense investigations 1,2. Despite the emerging importance of polygenic predictions for AD 3-8, the sex-dependent polygenic effects have not been demonstrated. Here, using a sex crossover analysis, we show that sex-dependent autosomal genetic effects on AD can be revealed by characterizing disease progress via the hazard function. We first performed sex-stratified genome-wide associations, and then applied derived sex-dependent weights to two independent cohorts. Sex-matched polygenic hazard scores (PHS) have significantly stronger associations with age-at-disease-onset, clinical progressions, amyloid depositions, neurofibrillary tangles, and composite neuropathological scores, than sex-mismatched PHS, independent of apolipoprotein E. Models without using hazard weights, i.e. polygenic risk scores (PRS), have lower predictive power than PHS and show no evidence for sex differences. Our results indicate revealing sex-dependent genetic architecture requires the consideration of temporal processes of AD. This has strong implications not only for the genetic underpinning of AD but also for how we estimate sex-dependent polygenic effects for clinical use.","Fan, C. C.; Banks, S. J.; Thompson, W. K.; Chen, C.-H.; Mcevoy, L. K.; Tan, C. H.; Kukull, W.; Bennett, D. A.; Farrer, L. A.; Mayeux, R.; Schellenberg, G. D.; Andreassen, O. A.; Desikan, R.; Dale, A. M.",18/04/2019,Genetics,10.1101/613893,1,Chun Chieh Fan,"Center for Human Development, University of California, San Diego",https://www.biorxiv.org/content/10.1101/613893v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/613893v1.full.pdf,cc_by_nd,NA,
99,70265,B-SIDER: Computational Algorithm for the Design of Complementary ß-sheet Sequences,"The {beta}-sheet is an element of protein secondary structure, and intra-/inter-molecular {beta}-sheet interactions play pivotal roles in biological regulatory processes including scaffolding, transporting, and oligomerization. In nature, a {beta}-sheet formation is tightly regulated because dysregulated {beta}-stacking often leads to severe diseases such as Alzheimers, Parkinsons, systemic amyloidosis, or diabetes. Thus, the identification of intrinsic {beta}-sheet forming propensities can provide valuable insight into protein designs for the development of novel therapeutics. However, structure-based design methods may not be generally applicable to such amyloidogenic peptides mainly owing to high structural plasticity and complexity. Therefore, an alternative design strategy based on complementary sequence information is of significant importance. Herein, we developed a database search method called B-SIDER for the design of complementary {beta}-strands. This method makes use of the structural database information and generates query-specific score matrices. The discriminatory power of the B-SIDER score function was tested on representative amyloidogenic peptide substructures against a sequence-based score matrix (PASTA2.0) and two popular ab initio protein design score functions (Rosetta and FoldX). B-SIDER is able to distinguish wild-type amyloidogenic {beta}-strands as favored interactions in a more consistent manner than other methods. B-SIDER was prospectively applied to the design of complementary {beta}-strands for a splitGFP scaffold. Three variants were identified to have stronger interactions than the original sequence selected through a directed evolution, emitting higher fluorescence intensities. Our results indicate that B-SIDER can be applicable to the design of other {beta}-strands, assisting in the development of therapeutics against disease-related amyloidogenic peptides.","Yu, T.-G.; Kim, H.-S.; Choi, Y.",04/08/2019,Bioinformatics,10.1101/631069,2,Hak-Sung Kim,Korea Advanced Institute of Science and Technology,https://www.biorxiv.org/content/10.1101/631069v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/631069v2.full.pdf,cc_by,10.1021/acs.jcim.9b00548,
100,70132,Comparative profiling of the synaptic proteome from Alzheimer’s disease patients with focus on the APOE genotype,"Degeneration of synapses in Alzheimers disease (AD) strongly correlates with cognitive decline, and synaptic pathology contributes to disease pathophysiology. We recently discovered that the strongest genetic risk factor for sporadic AD, apolipoprotein E epsilon 4 (APOE4), exacerbates synapse loss and synaptic accumulation of oligomeric amyloid beta in human AD brain. To begin to understand the molecular cascades involved in synapse loss in AD and how this is mediated by APOE, and to generate a resource of knowledge of changes in the synaptic proteome in AD, we conducted a proteomic screen and systematic in-silico analysis of synaptoneurosome preparations from temporal and occipital cortices of human AD and control subjects with known APOE gene status. Our analysis identified over 5,500 proteins in human synaptoneurosomes and highlighted disease, brain region, and APOE-associated changes in multiple molecular pathways including a decreased abundance in AD of proteins important for synaptic and mitochondrial function and an increased abundance of proteins involved in neuroimmune interactions and intracellular signaling.\n\nHighlightsO_LIProteomic analysis of synapses isolated from Alzheimers disease and control subject brains identifies over 5,500 proteins in human synapses.\nC_LIO_LIIn silico analysis reveals region-specific decreases in proteins involved in synaptic and mitochondrial function and increases in proteins involved in neuroimmune signaling and intracellular signaling in AD.\nC_LIO_LIThe apolipoprotein E4 risk gene is associated with exacerbated changes in synaptic proteins in AD.\nC_LI","Hesse, R.; Llavero Hurtado, M.; Jackson, R.; Eaton, S. L.; Hermann, A. G.; Colom Cadena, M.; King, D.; Rose, J.; Tulloch, J.; Mckenzie, C.-A.; Smith, C.; Henstridge, C.; Lamont, D.; Wishart, T.; Spires-Jones, T.",08/05/2019,Neuroscience,10.1101/631556,1,Tara Spires-Jones,The University of Edinburgh,https://www.biorxiv.org/content/10.1101/631556v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/631556v1.full.pdf,cc_by,10.1186/s40478-019-0847-7,
101,70505,A new clinical tool to predict outcome in early-stage melanoma patients,"Around 25% of early-stage melanoma patients eventually develop metastasis. Thus, we set out to define serological biomarkers that could be used along with clinical and histopathological features of the disease to predict these events. We previously demonstrated that in stage II melanoma patients, serum levels of dermcidin (DCD) were associated with metastatic progression. Based on the relevance of the immune response on the cancer progression and the recent association of DCD with local and systemic immune response against cancer cells, serum DCD was analyzed in a new cohort of patients along with IL-4, IL-6, IL-10, IL-17A, IFN{gamma} TGF{beta} and GM-CSF. We included 448 melanoma patients, 323 of whom were diagnosed as stages I-II according to AJCC. Levels of selected cytokines were determined by ELISA and Luminex and obtained data were analyzed employing Machine Learning and Kaplan-Meier techniques to define an algorithm capable of accurately classifying early-stage melanoma patients with a high and low risk of developing metastasis. The results show that in early-stage melanoma patients, serum levels of the cytokines IL-4, GM-CSF and DCD together with the Breslow thickness are those that best predict melanoma metastasis. Moreover, resulting algorithm represents a new tool to discriminate subjects with good prognosis from those with high risk for a future metastasis.

Novelty and ImpactWe have developed a prognostic equation that considers the serum IL-4, GM-CSF and DCD levels, along with the Breslow thickness to accurately classify melanoma outcome in patients. In this sense, a rigorous follow-up is recommended for early-stage melanoma patients with a high Breslow thickness, high serum IL-4 levels and low GM-CSF and DCD levels at the time of diagnosis, given the elevated risk for these patients to develop metastasis during follow-up.","Mancuso, F.; Lage, S.; Rasero, J.; Diaz-Ramon, J. L.; Apraiz, A.; Perez-Yarza, G.; Ezkurra, P.; Penas, C.; Sanchez-Diez, A.; Garcia-Vazquez, M. D.; Gardeazabal, J.; Izu, R.; Mujika, K.; Cortes, J.; Asumendi, A.; Boyano, M. D.",10/05/2019,Pathology,10.1101/632455,1,Javier Rasero,Biocruces-Bizkaia Health Research Institute,https://www.biorxiv.org/content/10.1101/632455v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/632455v1.full.pdf,cc_by_nc_nd,NA,
102,70480,"Acute phase protein, a-1-acid glycoprotein (AGP-1), has differential effects on TLR-2 and TLR-4 mediated responses.","Alpha-1-acid glycoprotein (AGP-1) is a major positive acute phase glycoprotein with unknown functions that likely plays a role in inflammation. We tested its involvement in a variety of inflammatory responses using human AGP-1 purified to apparent homogeneity and confirmed its identity by immunoblotting and mass spectrometry. AGP-1 alone upregulated MAPK signaling in murine peritoneal macrophages. However, when given in combination with TLR ligands, AGP-1 selectively augmented MAPK activation induced by ligands of TLR-2 (Braun lipoprotein) but not TLR-4 (lipopolysaccharide). In vivo treatment of AGP-1 in a murine model of sepsis with or without TLR-2 or TLR-4 ligands, selectively potentiated TLR-2-mediated mortality, but was without significant effect on TLR-4-mediated mortality. Furthermore, in vitro, AGP-1 selectively potentiated TLR-2 mediated adhesion of human primary immune cell, neutrophils. Hence, our studies highlight a new role for the acute phase protein AGP-1 in sepsis via its interaction with TLR-2 signaling mechanisms to selectively promote responsiveness to one of the two major gram-negative endotoxins, contributing to the complicated pathobiology of sepsis.","Mosale, S. S.; Abhilasha, K. V.; Jacob, S. P.; Chaithra, V. H.; Basrur, V.; Willard, B.; Mcintyre, T. M.; Prabhu, K. S.; Marathe, G. K.",16/05/2019,Immunology,10.1101/634295,2,Gopal Kedihithlu Marathe,University of Mysore,https://www.biorxiv.org/content/10.1101/634295v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/634295v2.full.pdf,cc_by_nc_nd,10.1016/j.imbio.2019.06.003,
103,70559,Increasing objective cardiometabolic burden associated with attenuations in the P3b event-related potential component in older adults,"Cardiometabolic diseases and risk factors increase the risk of late-life cognitive impairment and dementia, and have also been associated with detrimental grey and white matter changes. However the functional brain changes associated with cardiometabolic health in late-life are unclear. We sought to characterise these functional changes by recording event-related potentials (ERPs) during a n-back working memory task (0, 1 and 2 back) in 85 adults (60% female) between 50 and 80 years of age. Due to a stratified recruitment approach, participants varied widely regarding cognitive function and cardiometabolic health. Standard and objective cut-offs for high blood glucose, waist to hip ratio (i.e. obesity), high blood cholesterol, and hypertension were employed to generate a summative score for cardiometabolic burden (none, one, or two or more above cut-off). Mixed effects modelling (covarying for age and gender) revealed no statistically significant associations between cardiometabolic burden and visual P1 and N1 component amplitudes. There was a significant effect for the P3b component: as cardiometabolic burden increased, P3b amplitude decreased. We show that cardiometabolic factors related to the development of cognitive impairment and dementia in late-life associate with functional brain activity, as recorded via ERPs. Findings have relevance for the monitoring of lifestyle interventions (typically targeting cardiometabolic factors) in ageing, as ERPs may provide a more sensitive measure of change than cognitive performance. Further, our results raise questions related to the findings of a broad range of ERP studies where the groups compared may differ in their cardiometabolic health status (not only in psychological symptomatology).","Keage, H.; Feurriegel, D.; Greaves, D.; Tregoweth, E.; Coussens, S.; Smith, A.",12/05/2019,Neuroscience,10.1101/634873,1,Hannah Keage,University of South Australia,https://www.biorxiv.org/content/10.1101/634873v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/634873v1.full.pdf,cc_no,10.3389/fneur.2020.00643,
104,71533,Inhibition of de novo ceramide biosynthesis affects aging phenotype in an in vitro model of neuronal senescence,"Although aging is considered to be an unavoidable event, recent experimental evidence suggests that the process can be delayed, counteracted, if not completely interrupted. Aging is the primary risk factor for the onset and development of neurodegenerative conditions like Alzheimers disease, Parkinsons disease, and Amyotrophic Lateral Sclerosis. Intracellular calcium (Ca2+i) dyshomeostasis, mitochondrial dysfunction, oxidative stress, and lipid dysregulation are critical factors that contribute to senescence-related processes. Ceramides, a class of sphingolipids involved in a wide array of biological functions, are important mediators of cellular senescence, but their role in neuronal aging is still largely unexplored.\n\nIn this study, we investigated the effects of L-cycloserine (L-CS), an inhibitor of de novo ceramide biosynthesis, on the aging phenotype of cortical neurons that have been maintained in culture for 22 days, a setting employed as an in vitro model of cellular senescence. Our findings indicate that  aged neurons display, when compared to control cultures, overt dysregulation of cytosolic and subcellular [Ca2+]i levels, mitochondrial dysfunction, increased reactive oxygen species generation, altered synaptic activity as well as the activation of neuronal death-related molecules. Treatment with L-CS (30 {micro}M) positively affected the senescent phenotype, a result accompanied by recovery of neuronal [Ca2+]i signaling, and reduction of mitochondrial dysfunction and reactive oxygen species generation.\n\nThe results suggest that the de novo ceramide biosynthesis may represent a critical intermediate in the molecular and functional cascade leading to neuronal senescence. Our findings also identify ceramide biosynthesis inhibitors as promising pharmacological tools to decrease age-related neuronal dysfunctions.","Granzotto, A.; Bomba, M.; Castelli, V.; Navarra, R.; Massetti, N.; Onofrj, M.; Cicalini, I.; Del Boccio, P.; Cimini, A.; Piomelli, D.; Sensi, S. L.",23/05/2019,Neuroscience,10.1101/645879,1,Stefano L. Sensi,"University G. d'Annunzio of Chieti-Pescara, Italy",https://www.biorxiv.org/content/10.1101/645879v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/645879v1.full.pdf,cc_by_nc_nd,10.18632/aging.102191,
105,71652,Expression quantitative trait loci-derived scores and white matter microstructure in UK Biobank: a novel approach to integrating genetics and neuroimaging,"BackgroundExpression quantitative trait loci (eQTL) are genetic variants associated with gene expression. Using genome-wide genotype data, it is now possible to impute gene expression using eQTL mapping efforts. This approach can be used to analyse previously unexplored relationships between gene expression and heritable in vivo measures of human brain structural connectivity.\n\nMethodsUsing large-scale eQTL mapping studies, we computed 6,457 gene expression scores (eQTL scores) using genome-wide genotype data in UK Biobank, where each score represents a genetic proxy measure of gene expression. These scores were then tested for associations with two diffusion tensor imaging measures, fractional anisotropy (NFA=14,518) and mean diffusivity (NMD=14,485), representing white matter structural integrity.\n\nResultsWe found FDR-corrected significant associations between 8 eQTL scores and structural connectivity phenotypes, including global and regional measures ({beta}absolute FA=0.0339-0.0453; MD=0.0308-0.0381) and individual tracts ({beta}absolute FA=0.0320-0.0561; MD=0.0295-0.0480). The loci within these eQTL scores have been reported to regulate expression of genes involved in various brain-related processes and disorders, such as neurite outgrowth and Parkinsons disease (DCAKD, SLC35A4, SEC14L4, SRA1, NMT1, CPNE1, PLEKHM1, UBE3C).\n\nDiscussionOur findings indicate that eQTL scores are associated with measures of in vivo brain connectivity and provide novel information not previously found by conventional genome-wide association studies. Although the role of expression of these genes regarding white matter microstructural integrity is not yet clear, these findings suggest it may be possible, in future, to map potential trait- and disease-associated eQTL to in vivo brain connectivity and better understand the mechanisms of psychiatric disorders and brain traits, and their associated imaging findings.","Barbu, M. C.; Spiliopoulou, A.; Colombo, M.; Mckeigue, P. M.; Clarke, T.-K.; Howard, D. M.; Adams, M. J.; Shen, X.; Lawrie, S. M.; Mcintosh, A. M.; Whalley, H. C.",24/05/2019,Bioinformatics,10.1101/646646,1,Miruna C Barbu,University of Edinburgh,https://www.biorxiv.org/content/10.1101/646646v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/646646v1.full.pdf,cc_no,10.1038/s41398-020-0724-y,
106,74553,Predicting dysfunctional age-related task activations from resting-state network alterations,"Alzheimers disease (AD) is linked to changes in fMRI task activations and fMRI resting-state functional connectivity (restFC), which can emerge early in the timecourse of illness. Study of these fMRI correlates of unhealthy aging has been conducted in largely separate subfields. Taking inspiration from neural network simulations, we propose a unifying mechanism wherein restFC network alterations associated with Alzheimers disease disrupt the ability for activations to flow between brain regions, leading to aberrant task activations. We apply this activity flow modeling framework in a large sample of clinically unimpaired older adults, which was segregated into healthy (low-risk) and at-risk subgroups based on established imaging (positron emission tomography amyloid) and genetic (apolipoprotein) risk factors for AD. We identified healthy task activations in individuals at low risk for AD, and then by estimating activity flow using at-risk AD restFC data we were able to predict the altered at-risk AD task activations. Thus, modeling the flow of healthy activations over at-risk AD connectivity effectively transformed the healthy aged activations into unhealthy aged activations. These results provide evidence that activity flow over altered intrinsic functional connections may act as a mechanism underlying Alzheimers-related dysfunction, even in very early stages of the illness. Beyond these mechanistic insights linking restFC with cognitive task activations, this approach has potential clinical utility as it enables prediction of task activations and associated cognitive dysfunction in individuals without requiring them to perform in-scanner cognitive tasks.\n\nSignificance StatementDeveloping analytic approaches that can reliably predict features of Alzheimers disease is a major goal for cognitive and clinical neuroscience, with particular emphasis on identifying such diagnostic features early in the timeline of disease. We demonstrate the utility of an activity flow modeling approach, which predicts fMRI cognitive task activations in subjects identified as at-risk for Alzheimers disease. The approach makes activation predictions by transforming a healthy aged activation template via the at-risk subjects individual pattern of fMRI resting-state functional connectivity (restFC). The observed prediction accuracy supports activity flow as a mechanism linking age-related alterations in restFC and task activations, thereby providing a theoretical basis for incorporating restFC into imaging biomarker and personalized medicine interventions.","Mill, R. D.; Gordon, B. A.; Balota, D. A.; Zacks, J. M.; Cole, M. W.",21/06/2019,Neuroscience,10.1101/678086,1,Ravi D Mill,Rutgers University Newark,https://www.biorxiv.org/content/10.1101/678086v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/678086v1.full.pdf,cc_no,0.1016/j.neuroimage.2020.117167,
107,74377,The effect of sample size on polygenic hazard models for prostate cancer,"We aimed to determine the effect of sample size on performance of polygenic hazard score (PHS) models in predicting the age at onset of prostate cancer. Age and genotypes were obtained for 40,861 men from the PRACTICAL consortium. The dataset included 201,590 SNPs per subject, and was split into training (34,444 samples) and testing (6,417 samples) sets. Two PHS model-building strategies were investigated. Established-SNP model considered 65 SNPs that had been associated with prostate cancer in the literature. A stepwise SNP selection was used to develop Discovery-SNP models. The performance of each PHS model was calculated for random sizes of the training set (1 to 30 thousand). The performance of a representative Established-SNP model was estimated for random sizes of the testing set (0.5 to 6 thousand). Mean HR98/50 (hazard ratio of top 2% to the average in the test set) of the Established-SNP model increased from 1.73[95%CI: 1.69-1.77] to 2.41[2.40-2.43] when the number of training samples was increased from 1 to 30 thousand. The corresponding HR98/50 of the Discovery-SNP model increased from 1.05[0.93-1.18] to 2.19[2.16-2.23]. HR98/50 of a representative Established-SNP model using testing set sample sizes of 0.6 and 6 thousand observations were 1.78[1.70-1.85] and 1.73[1.71-1.76], respectively. We estimate that a study population of 20 to 30 thousand men is required to develop Discovery-SNP PHS models for prostate cancer. The required sample size could be reduced to 10 thousand samples, if a set of SNPs associated with the disease has already been established.\n\nAuthor summaryPolygenic hazard scores represent a recent advancement in polygenic prediction to model the age of onset of various diseases, such as Alzheimers disease or prostate cancer. These scores accumulate small effect sizes from several tens of genetic variants and can be used to establish an individuals risk of experiencing an event relative to a control population across time. The largest barrier to the development of polygenic hazard scores is the large number of study subjects needed to develop the underlying models. We sought to understand the effect of varying the total number of samples on the performance of a polygenic hazard score in the context of prostate cancer. We found that the performance of the score did not appreciably change beyond 20 to 30 thousand observations when developing the model from scratch. However, when the discovery of the genetic variants can be borrowed from those already identified in the literature to be associated with the disease, the required number of samples is reduced to 10 thousand with no appreciable detriment in performance. We hope that these results can guide the design of future studies of polygenic scores in other diseases and demonstrate the importance of genome-wide association studies.","Karunamuni, R.; Huynh-Le, M.-P.; Fan, C.; Eeles, R.; Easton, D.; Kote-Jarai, Z.; Al Olama, A. A.; Garcia, S.; Muir, K.; Gronberg, H.; Wiklund, F.; Aly, M.; Schleutker, J.; Sipeky, C.; Tammela, T.; Nordestgaard, B.; Key, T.; Travis, R.; Neal, D.; Donovan, J.; Hamdy, F.; Pharoah, P.; Pashayan, N.; Khaw, K.-T.; Thibodeau, S.; Mcdonnell, S.; Schaid, D.; Maier, C.; Vogel, W.; Luedeke, M.; Herkommer, K.; Kibel, A.; Cybulski, C.; Wokolorczyk, D.; Kluzniak, W.; Cannon-Albright, L.; Brenner, H.; Scho¨ttker, B.; Holleczek, B.; Park, J.; Sellers, T.; Lin, H.-Y.; Slavov, C.; Kaneva, R.; Mitev, V.; Batra, ",21/06/2019,Genetics,10.1101/679092,1,Roshan Karunamuni,University of California San Diego,https://www.biorxiv.org/content/10.1101/679092v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/679092v1.full.pdf,cc_by,10.1038/s41431-020-0664-2,
108,74513,HTT is a repressor of ABL activity required for APP induced axonal growth,"ABL tyrosine kinase activity controls several aspects of development including axon patterning. Amyloid precursor protein (APP) is linked to Alzheimers disease and previous work established that ABL is a downstream effector in an Appl, the Drosophila App ortholog, signaling pathway which modulates axon outgrowth in the mushroom bodies (MBs), the fly memory center. Here we show that Abl is required for the MB neuron axonal growth. Importantly, both Abl overexpression and lack of expression produce a similar phenotype in the MBs indicating the necessity of tightly regulating ABL activity. We find that the fly huntingtin protein (HTT), the homolog of the protein involved in Huntingtons disease, behaves genetically as a repressor of ABL activity. Supporting this, FRET-based measurements of in vivo ABL activity in the MBs reveal a clear increase in its activity when HTT levels are reduced. Thus, in addition to its many other reported roles, HTT acts as a negative regulator of ABL activity, at least in the MBs, to maintain its appropriate physiological levels necessary for axon growth.","Marquilly, C.; Busto, G.; Leger, B. S.; Giniger, E.; Walker, J. A.; Fradkin, L. G.; Dura, J.-M.",21/06/2019,Neuroscience,10.1101/679381,1,Jean-Maurice Dura,"Institute of Human Genetics, Montpellier",https://www.biorxiv.org/content/10.1101/679381v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/679381v1.full.pdf,cc_no,10.1371/journal.pgen.1009287,
109,75062,Telomere length and oxidative stress in the progression of Alzheimer’s disease,"Alzheimers Disease (AD) is the most common cause of dementia and aging is its major risk factor. Changes in telomere length have been associated with aging and some degenerative diseases. Our aim was to explore some of the molecular changes caused by the progression of AD in a transgenic murine model (3xTg-AD; B6; 129-Psen1 <tm1Mpm> Tg (APPSwe, tauP301L) 1Lfa). Telomere length was assessed by qPCR in both brain tissue and peripheral blood cells and compared between three age groups: 5, 9, and 13 months. In addition, a possible effect of oxidative stress on telomere length and AD progression was explored. Shorter telomeres were found in blood cells of older transgenic mice compared to younger and wild type mice but no changes in telomere length in the hippocampus. An increase in oxidative stress with age was found for all strains but no correlation was found between oxidative stress and shorter telomere length for transgenic mice. Telomere length and oxidative stress are affected by AD progression in the 3xTg-AD murine model. Changes in blood cells are more noticeable than changes in brain tissue, suggesting that systemic changes can be detected early in the disease in this murine model.","Martinez-Gonzalez, K. L.; Islas-Hernandez, A.; Martinez-Ezquerro, J. D.; Bermudez-Rattoni, F.; Garcia-Delatorre, P.",27/06/2019,Neuroscience,10.1101/684365,1,Paola Garcia-Delatorre,"Unidad de Investigacion Medica en Enfermedades Neurologicas, Instituto Mexicano del Seguro Social",https://www.biorxiv.org/content/10.1101/684365v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/684365v1.full.pdf,cc_by_nc,10.1111/ejn.14877,
110,75349,Fecal Microbiota Transplantation Decreases Amyloid Load and Improves Cognition in Alzheimer’s,"The efficacy of fecal microbiota transplantation (FMT) in Alzheimers disease has yet to be investigated. Here, we show that FMT is capable of providing neuroprotective effects in two groups of treated 5xFAD Alzheimers mice, old transgenic (Tg) mice fed fecal slurry from healthy, wild-type donors of similar age (Old Tg-FO) and old mice fed fecal slurry from younger healthy, wild-type donors (Old Tg-FY). Improved spatial and recognition memory in Old Tg-FY and enhanced recognition memory in Old Tg-FO were observed when compared to Old Tg-Control mice given saline. Crucially, there was significant decreases in cortical A{beta} loading in all treated mice, demonstrating the therapeutic effects of FMT in improving cognition and reducing amyloid pathology in AD brains.\n\nOne Sentence SummaryFecal microbial transplants reduce amyloid pathology and improve cognition in Alzheimers mice.","Elangovan, S.; Borody, T. J.; Holsinger, R. M. D.",01/07/2019,Neuroscience,10.1101/687376,1,R. M. Damian Holsinger,The University of Sydney,https://www.biorxiv.org/content/10.1101/687376v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/687376v1.full.pdf,cc_no,NA,
